"Unidade";"Grupo Base";"Nome Grupo";"Fonte Recurso";"Recolhimento";"Data";"Situacao";"Guia";"Data Guia";"Valor";"Finalidade";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03304816/2010";"24/11/2010";"Recolhido";"00514/2010";"23/11/2010";"1.400,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Mensalidades";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03304824/2010";"24/11/2010";"Recolhido";"00515/2010";"23/11/2010";"640,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03304832/2010";"24/11/2010";"Recolhido";"00516/2010";"23/11/2010";"170,00";"Curso de Especialização em Aprendizagem Motora - 5a. Edição - 2011 - Inscrição.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358576/2010";"29/11/2010";"Recolhido";"00517/2010";"24/11/2010";"15,00";"Edital - Modalidade Tomada de Preços - 01/2010 - EEFE/USP";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358690/2010";"29/11/2010";"Recolhido";"00518/2010";"24/11/2010";"11,00";"Exame médico";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358550/2010";"29/11/2010";"Recolhido";"00519/2010";"25/11/2010";"15,00";"Edital - Modalidade Tomada de Preços - 01/2010 - EEFE/USP";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358908/2010";"29/11/2010";"Recolhido";"00520/2010";"26/11/2010";"3.500,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Mensalidades";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358924/2010";"29/11/2010";"Recolhido";"00521/2010";"26/11/2010";"1.190,00";"Curso de Especialização em Aprendizagem Motora - 5a. Edição - 2011 - Inscrição.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358940/2010";"29/11/2010";"Recolhido";"00522/2010";"26/11/2010";"160,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358592/2010";"29/11/2010";"Recolhido";"00523/2010";"29/11/2010";"15,00";"Edital - Modalidade Tomada de Preços - 01/2010 - EEFE/USP";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358614/2010";"29/11/2010";"Recolhido";"00524/2010";"29/11/2010";"15,00";"Edital - Modalidade Tomada de Preços - 01/2010 - EEFE/USP";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358622/2010";"29/11/2010";"Recolhido";"00525/2010";"29/11/2010";"15,00";"Edital - Modalidade Tomada de Preços - 01/2010 - EEFE/USP";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358657/2010";"29/11/2010";"Recolhido";"00526/2010";"29/11/2010";"15,00";"Edital - Modalidade Tomada de Preços - 01/2010 - EEFE/USP";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03358673/2010";"29/11/2010";"Recolhido";"00527/2010";"29/11/2010";"11,00";"Exame Médico";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Extensão sem Convênio Unidade";"03410152/2010";"01/12/2010";"Recolhido";"00528/2010";"29/11/2010";"228,00";"Consultoria Técnica p/ a Brudden Equipamentos Ref. ao mes de Novembro/10   - Parte EEFE/USP.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03525740/2010";"08/12/2010";"Recolhido";"00530/2010";"30/11/2010";"12.963,82";"Pagamento de Aluguel - Fundação Zerbini - INCOR - (OUTUBRO/2010)";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Prestação de Serviços";"03397326/2010";"30/11/2010";"Recolhido";"00531/2010";"30/11/2010";"53,00";"Boletos Bancários ano 2010 data efetivação Nov 30 2010 fonte = Prestação de Serviços - Concurso Públ";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03410047/2010";"01/12/2010";"Recolhido";"00532/2010";"01/12/2010";"2.600,00";"Curso de Especialização - Nutrição Aplicada ao Exercício Físico - 2010 - Mensalidades";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03410101/2010";"01/12/2010";"Recolhido";"00533/2010";"01/12/2010";"1.312,00";"Curso de Especialização em Aprendizagem Motora - 4a. Edição - 2010.";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03409464/2010";"01/12/2010";"Recolhido";"00534/2010";"01/12/2010";"15,00";"Edital - Modalidade Tomada de Preços - 01/2010 - EEFE/USP";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03409499/2010";"01/12/2010";"Recolhido";"00535/2010";"01/12/2010";"15,00";"Edital - Modalidade Tomada de Preços - 01/2010 - EEFE/USP";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03409502/2010";"01/12/2010";"Recolhido";"00536/2010";"01/12/2010";"15,00";"Edital - Modalidade Tomada de Preços - 01/2010 - EEFE/USP";
"EEFE    - Escola de Educação Física e Esporte";"000";"Básica";"Taxas";"03409510/2010";"01/12/2010";"Recolhido";"00537/2010";"01/12/2010";"10,75";"Programa de Disciplina";
